Position,Artist Name,Song Name,Days,Top 10 (xTimes),Peak Position,Peak Position (xTimes),Peak Streams,Total Streams
5827,Khalid ,9.13,4,0.0,45,0,658176,1486200
5828,Florida Georgia Line ,I Love My Country,6,0.0,125,0,293115,1482840
5829,Little Big Town ,Better Man,9,0.0,132,0,199767,1482743
5830,Swae Lee ,Reality Check,6,0.0,73,0,347588,1481337
5831,DJ Khaled ,KEEP GOING,4,0.0,28,0,626199,1480947
5832,Nigo ,Arya,5,0.0,47,0,413735,1480878
5833,Rihanna ,Born Again,5,0.0,94,0,366804,1480081
5834,One Direction ,No Control,17,0.0,61,0,225355,1479874
5835,Jonas Brothers ,Happy When I'm Sad,5,0.0,54,0,503238,1479745
5836,Gucci Mane ,1st Day Out Tha Feds,10,0.0,109,0,204862,1478953
5837,Eminem ,Framed,5,0.0,63,0,452387,1478936
5838,YFN Lucci ,Key to the Streets,12,0.0,172,0,134736,1478821
5839,Lady Gaga ,Chromatica II,4,0.0,28,0,653031,1478801
5840,6LACK ,Nonchalant,6,0.0,120,0,306120,1478557
5841,BTS ,Magic Shop,6,0.0,115,0,320243,1478287
5842,Twenty One Pilots ,The Outside,5,0.0,63,0,462646,1477871
5843,Young Thug ,Cruise Ship,6,0.0,75,0,373539,1477620
5844,CORPSE ,POLTERGEIST!,5,0.0,30,0,464651,1477314
5845,mazie ,dumb dumb,6,0.0,112,0,280279,1476765
5846,John Carpenter ,Halloween Theme  Main Title,5,0.0,63,0,339489,1476469
5847,Belly ,What You Want,6,0.0,103,0,367578,1476187
5848,Gunna ,Who You Foolin,5,0.0,88,0,413186,1475348
5849,David Guetta ,Yesterday,23,0.0,107,0,80461,1474887
5850,Michael Bublé ,Blue Christmas,16,0.0,47,0,183053,1474818
5851,Don Toliver ,5X,5,0.0,34,0,493234,1473841
5852,YoungBoy Never Broke Again ,Flossin (Bonus),5,0.0,61,0,342282,1473586
5853,Surfaces ,Wave of You,6,0.0,115,0,284056,1472841
5854,Beyoncé ,Daddy Lessons,4,0.0,49,0,499408,1471877
5855,DRAM ,Ill Nana,7,0.0,127,0,235240,1471408
5856,Lil Baby ,Same Thing,4,0.0,48,0,578621,1470545
5857,Ella Fitzgerald ,What Are You Doing New Year's Eve?,3,0.0,96,0,590353,1470359
5858,Lil Skies ,Flooded,5,0.0,83,0,423335,1469798
5859,Rod Wave ,Stone Rolling,5,0.0,44,0,432788,1469347
5860,Quality Control ,My Dawg,6,0.0,123,0,261170,1468643
5861,Likybo ,Kraazy,6,0.0,148,0,264734,1468307
5862,Gunna ,NASTY GIRL / ON CAMERA,5,0.0,59,0,476831,1467935
5863,A Thousand Horses ,Smoke,19,0.0,149,0,90606,1467142
5864,Kacey Musgraves ,good wife,5,0.0,54,0,474826,1466965
5865,Machine Gun Kelly ,die in california,5,0.0,47,0,431507,1466886
5866,Beyoncé ,All Night,4,0.0,53,0,480638,1466739
5867,Meek Mill ,I Got the Juice,10,0.0,47,0,221163,1465747
5868,Rich The Kid ,Like Mike,5,0.0,100,0,353815,1464726
5869,Migos ,Made Men,5,0.0,69,0,484373,1463851
5870,Melanie Martinez ,Nurse's Office,6,0.0,126,0,276639,1463314
5871,Miley Cyrus ,Younger Now,7,0.0,68,0,315285,1462785
5872,Jason Mraz ,I'm Yours,20,0.0,87,0,112400,1462730
5873,Future ,Poppin' Tags,7,0.0,81,0,325659,1461776
5874,Trippie Redd ,Leray,4,0.0,26,0,665205,1461259
5875,J Balvin ,UN PESO,5,0.0,53,0,458547,1460445
5876,A Boogie Wit da Hoodie ,Love Drugs and Sex,5,0.0,102,0,428476,1460294
5877,Lil Wayne ,Funeral,3,0.0,25,0,730769,1459482
5878,Jonas Brothers ,Trust,5,0.0,61,0,490657,1459316
5879,Kid Ink ,Hotel,21,0.0,103,0,92853,1458532
5880,Logic ,Like Woah,12,0.0,101,0,168402,1458336
5881,Future ,Hard To Choose One,4,0.0,37,0,608323,1456821
5882,Ed Sheeran ,First Times,5,0.0,35,0,472495,1455966
5883,Kendrick Lamar ,Mortal Man,7,0.0,30,0,300176,1455813
5884,Isaiah Rashad ,RIP Young,5,0.0,56,0,440641,1455261
5885,BTS ,Intro: Singularity,6,0.0,121,0,303415,1454942
5886,Frank Ocean ,Cayendo (Side A  Acoustic),4,0.0,23,0,672984,1454789
5887,Dierks Bentley ,Beers On Me,6,0.0,130,0,270497,1454782
5888,2 Chainz ,Trap Check,7,0.0,118,0,234274,1453577
5889,Summer Walker ,You Don’t Know Me,4,0.0,24,0,604494,1453470
5890,Fall Out Boy ,"Sugar, We're Goin Down",19,0.0,81,0,167570,1452048
5891,Lil Tecca ,"Left, Right",6,0.0,145,0,271626,1451725
5892,Lil Wayne ,Dreams,4,0.0,51,0,534458,1451516
5893,Post Malone ,"New Recording 12, Jan 3, 2020",4,0.0,43,0,573222,1451281
5894,Playboi Carti ,Stop Breathing,3,0.0,61,0,871581,1448060
5895,The Kid LAROI ,OVER YOU,5,0.0,43,0,492579,1447929
5896,XXXTENTACION ,Introduction (instructions),4,0.0,59,0,498925,1446841
5897,Drake ,5 Am in Toronto,4,0.0,30,0,611832,1445111
5898,Lil Yachty ,Minnesota,11,0.0,162,0,148760,1442600
5899,A$AP Ferg ,Work REMIX,9,0.0,180,0,180383,1442097
5900,London On Da Track ,No Flag,7,0.0,129,0,264948,1441294
5901,Dreamville ,Got Me,5,0.0,64,0,392825,1439834
5902,Bruno Mars ,Love's Train,5,0.0,85,0,339901,1439636
5903,Ed Sheeran ,2step,5,0.0,27,0,484887,1439075
5904,TWENTY88 ,Déjà vu,11,0.0,125,0,146318,1439069
5905,Hunter Hayes ,Where It All Begins,15,0.0,76,0,133605,1438623
5906,Future ,CUDDLE MY WRIST,4,0.0,46,0,560175,1436270
5907,Meek Mill ,Classic,10,0.0,50,0,213647,1434867
5908,John Mayer ,Carry Me Away,4,0.0,47,0,534755,1434094
5909,Trippie Redd ,Finish Line,4,0.0,36,0,580620,1433366
5910,Big Sean ,Why Would I Stop?,4,0.0,22,0,633040,1432751
5911,Luke Combs ,Blue Collar Boys,5,0.0,56,0,474389,1432504
5912,Imagine Dragons ,Machine,5,0.0,77,0,421537,1431448
5913,Bad Bunny ,Caro,6,0.0,145,0,360472,1430701
5914,John Legend ,What Christmas Means to Me,3,0.0,98,0,618252,1429666
5915,Rex Orange County ,Pluto Projector,6,0.0,128,0,312693,1428466
5916,Eminem ,Castle,5,0.0,72,0,407446,1425833
5917,Jon Bellion ,Luxury,22,0.0,81,0,97699,1423994
5918,Rich The Kid ,4 Phones,5,0.0,110,0,336113,1423265
5919,Taylor Swift ,Wildest Dreams,7,0.0,115,0,247944,1422096
5920,blink,182  She's Out Of Her Mind,9,0.0,62,0,320996,1421812
5921,Post Malone ,Patient,8,0.0,136,0,199976,1421750
5922,Trippie Redd ,Never Change,4,0.0,30,0,598142,1419959
5923,Megan Thee Stallion ,Shots Fired,4,0.0,27,0,596824,1418792
5924,Daft Punk ,One More Time,5,0.0,41,0,395344,1418501
5925,Future ,Different,4,0.0,50,0,628027,1418180
5926,IVE ,After LIKE,5,0.0,83,0,317433,1413975
5927,DJ Khaled ,PARTY,4,0.0,36,0,552909,1410514
5928,Panic! At The Disco ,The Overpass,5,0.0,75,0,411814,1409862
5929,A$AP Rocky ,JD,9,0.0,36,0,256969,1408509
5930,Drake ,Club Paradise,4,0.0,29,0,621897,1407560
5931,Kinneret ,No Wind Resistance!,5,0.0,54,0,361510,1406684
5932,Jessie Ware ,Say You Love Me,23,0.0,94,0,76995,1406247
5933,Lee Greenwood ,God Bless The U.S.A.,5,0.0,66,0,346399,1405004
5934,Lil Yachty ,OOPS,5,0.0,62,0,493604,1403765
5935,Kanye West ,Siiiiiiiiilver Surffffeeeeer Intermission,9,0.0,103,0,189125,1402197
5936,Kid Cudi ,Leader Of The Delinquents,4,0.0,31,0,512419,1401277
5937,PinkPantheress ,Break It Off,7,0.0,184,0,205717,1400448
5938,Future ,I Serve the Base,14,0.0,79,0,126472,1399804
5939,Wiz Khalifa ,Burn Slow,14,0.0,101,0,134566,1399297
5940,Kacey Musgraves ,starcrossed,5,0.0,59,0,453754,1398785
5941,Kacey Musgraves ,cherry blossom,5,0.0,58,0,455460,1398666
5942,Thomas Rhett ,Country Again,6,0.0,118,0,275552,1398265
5943,Nicki Minaj ,Thought I Knew You,5,0.0,81,0,372310,1398231
5944,Trippie Redd ,Real Feel,4,0.0,40,0,570425,1397694
5945,GoldLink ,Crew REMIX,8,0.0,172,0,185281,1397065
5946,The 1975 ,Give Yourself A Try,5,0.0,45,0,533157,1394894
5947,JIN ,The Astronaut,4,0.0,54,0,506707,1392323
5948,"Tyler, The Creator ",Glitter,7,0.0,118,0,288994,1390671
5949,Lady Gaga ,Babylon,4,0.0,41,0,573449,1390518
5950,Khalid ,Shot Down,8,0.0,162,0,193654,1389923
5951,Brent Faiyaz ,VILLAIN'S THEME,3,0.0,11,0,814367,1386304
5952,Wiz Khalifa ,Letterman,6,0.0,75,0,347448,1386197
5953,YoungBoy Never Broke Again ,Life Support,5,0.0,56,0,405523,1385822
5954,Lil Skies ,Blue Strips,5,0.0,96,0,400617,1385645
5955,Summer Walker ,Toxic,4,0.0,31,0,539157,1384800
5956,Lana Del Rey ,Cherry,6,0.0,86,0,342040,1381074
5957,Taylor Swift ,This Is Why We Can’t Have Nice Things,6,0.0,121,0,250550,1380784
5958,Wiz Khalifa ,Hot Now,4,0.0,44,0,579323,1380527
5959,Pop Smoke ,Brush Em,4,0.0,30,0,628266,1379527
5960,Lil Tecca ,Faster,5,0.0,71,0,363214,1378980
5961,Lil Baby ,We Should,4,0.0,53,0,541151,1378278
5962,Gunna ,you & me,4,0.0,45,0,558550,1377459
5963,A$AP Rocky ,Wild for the Night,24,0.0,148,0,85361,1376990
5964,"Tyler, The Creator ",Sometimes...,6,0.0,70,0,390432,1376849
5965,Little Big Town ,"Wine, Beer, Whiskey",6,0.0,101,0,281951,1376749
5966,Gucci Mane ,Cold Shoulder,4,0.0,88,0,443403,1375116
5967,Quinn XCII ,Stay Next To Me,5,0.0,76,0,402482,1374762
5968,Chris Stapleton ,Either Way,7,0.0,126,0,259066,1374206
5969,blackbear ,make daddy proud,7,0.0,92,0,302945,1374046
5970,Panic! At The Disco ,Old Fashioned,5,0.0,84,0,388625,1372521
5971,Noah Kahan ,Northern Attitude,5,0.0,77,0,374992,1372064
5972,Future ,Feds Did a Sweep,7,0.0,96,0,287495,1371678
5973,Future ,Damage,6,0.0,69,0,342022,1371479
5974,The Beatles ,Come Together  Remastered 2009,11,0.0,52,0,191024,1371034
5975,John Mayer ,XO,17,0.0,120,0,103484,1371008
5976,Anuel AA ,El Manual,5,0.0,70,0,368159,1369387
5977,Gucci Mane ,Enormous,6,0.0,72,0,353811,1368647
5978,The Kid LAROI ,PIKACHU,5,0.0,67,0,385044,1367197
5979,Nelly Furtado ,Maneater,5,0.0,87,0,368870,1364190
5980,Morgan Wallen ,Heartless  Wallen Album Mix,5,0.0,92,0,349181,1364090
5981,Kim Cesarion ,Undressed,23,0.0,117,0,70946,1363464
5982,Baby Keem ,lost souls,6,0.0,174,0,252980,1363271
5983,Brantley Gilbert ,The Weekend,8,0.0,189,0,175918,1363141
5984,Miley Cyrus ,WTF Do I Know,5,0.0,95,0,326367,1362486
5985,Young Stoner Life ,Paid the Fine,4,0.0,31,0,600496,1362463
5986,Young Thug ,With Them,9,0.0,100,0,195780,1362133
5987,Bing Crosby ,Adeste Fideles,3,0.0,104,0,554047,1362092
5988,Moneybagg Yo ,Switches & Dracs,6,0.0,131,0,238678,1361008
5989,Twenty One Pilots ,The Judge,14,0.0,71,0,139955,1361007
5990,Justin Bieber ,At Least For Now,4,0.0,63,0,540515,1360559
5991,Rauw Alejandro ,PUNTO 40,5,0.0,114,0,328540,1360333
5992,Eslabon Armado ,SI SUPIERAS,4,0.0,55,0,543613,1360209
5993,Radiohead ,Burn the Witch,8,0.0,67,0,256802,1359808
5994,Flo Rida ,Once In A Lifetime,16,0.0,80,0,134076,1358571
5995,Lil Wayne ,Know You Know (ft. 2 Chainz),4,0.0,62,0,430048,1358186
5996,XXXTENTACION ,Gassed Up!,4,0.0,47,0,519100,1357202
5997,Ty Dolla $ign ,Don't Judge Me,6,0.0,78,0,330709,1357193
5998,BTS ,Go Go,7,0.0,146,0,222453,1356962
5999,Nina Nesbitt ,"Oh Holy Night  Recorded at Metropolis Studios, London",4,0.0,133,0,402606,1355522
6000,Brett Young ,Like I Loved You,7,0.0,171,0,206400,1355153
6001,Lil Tecca ,When You Down,5,0.0,50,0,421905,1354956
6002,Sam Smith ,Leave Your Lover,21,0.0,89,0,110335,1354930
6003,YoungBoy Never Broke Again ,Bring The Hook,6,0.0,149,0,240355,1354867
6004,Childish Gambino ,Algorhythm,4,0.0,44,0,469859,1354354
6005,Kehlani ,Change Your Life,4,0.0,34,0,567998,1353706
6006,Future ,HiTek Tek,3,0.0,19,0,748562,1353659
6007,Justin Bieber ,MLK Interlude,4,0.0,34,0,603174,1353141
6008,Gunna ,Wit It,4,0.0,52,0,577000,1352984
6009,Eminem ,In Your Head,5,0.0,75,0,392399,1348416
6010,One Direction ,Fireproof,17,0.0,59,0,118835,1348247
6011,NF ,My Stress,5,0.0,82,0,383911,1347546
6012,Drake ,Headlines,8,0.0,112,0,179648,1347337
6013,Young Thug ,It's A Slime,4,0.0,49,0,544248,1347258
6014,Selena Gomez ,A Sweeter Place,4,0.0,51,0,512413,1346217
6015,Lana Del Rey ,California,5,0.0,104,0,367258,1345889
6016,The 1975 ,Love It If We Made It,5,0.0,71,0,401163,1345526
6017,Wizkid ,Essence,6,0.0,130,0,260469,1345318
6018,Beyoncé ,Sorry  Original Demo,4,0.0,60,0,441688,1344345
6019,Machine Gun Kelly ,play this when i'm gone,5,0.0,83,0,382969,1344050
6020,Travis Scott ,Nightcrawler,13,0.0,91,0,131667,1343707
6021,Tee Grizzley ,Young Grizzley World,6,0.0,152,0,241225,1343272
6022,Thomas Rhett ,What’s Your Country Song,5,0.0,56,0,429670,1342466
6023,Beyoncé ,SPIRIT,5,0.0,85,0,384010,1341986
6024,Chase Rice ,Lonely If You Are,6,0.0,153,0,251353,1341872
6025,DJ Khaled ,IT AIN'T SAFE,4,0.0,47,0,494812,1341380
6026,Lorde ,The Path,4,0.0,35,0,582448,1340488
6027,Childish Gambino ,Terrified,5,0.0,51,0,429968,1338563
6028,Bruno Mars ,Straight Up & Down,7,0.0,60,0,291930,1337036
6029,Fifth Harmony ,The Life,10,0.0,108,0,182739,1336784
6030,John Legend ,Bring Me Love,4,0.0,153,0,360319,1335686
6031,Future ,Please Tell Me,4,0.0,47,0,541844,1335366
6032,NAV ,Freshman List,6,0.0,141,0,284390,1334941
6033,Mark Ronson ,Uptown Funk  Trinidad James Remix,5,0.0,16,0,340209,1333880
6034,Eminem ,Arose,5,0.0,78,0,379642,1333717
6035,6LACK ,Unfair,5,0.0,75,0,386148,1331833
6036,21 Savage ,pad lock,3,0.0,61,0,559597,1331279
6037,Joni Mitchell ,River,3,0.0,115,0,584524,1330005
6038,Anuel AA ,Así Soy Yo,5,0.0,90,0,334138,1329957
6039,Cobra Starship ,Never Been In Love,22,0.0,114,0,71206,1328923
6040,Beyoncé ,Freedom,4,0.0,58,0,455120,1328745
6041,Priory ,Weekend,22,0.0,139,0,69264,1328201
6042,Future ,Three,5,0.0,59,0,427883,1326646
6043,Taylor Swift ,Dress,6,0.0,128,0,243182,1326554
6044,Ariana Grande ,Moonlight,8,0.0,105,0,201961,1326130
6045,Eslabon Armado ,Dame Tu Calor,4,0.0,47,0,535766,1325998
6046,Summer Walker ,Circus,4,0.0,28,0,550343,1325522
6047,A$AP Rocky ,Lost and Found Freestyle 2019,4,0.0,22,0,531663,1324950
6048,Taylor Swift ,New Year’s Day,6,0.0,126,0,244026,1324496
6049,Andy Grammer ,"Don't Give Up On Me  (From ""Five Feet Apart"")",6,0.0,168,0,234916,1324427
6050,Tame Impala ,Tomorrow's Dust,4,0.0,77,0,494648,1324154
6051,Juicy J ,Neighbor,5,0.0,117,0,358212,1323176
6052,Linkin Park ,One Step Closer,5,0.0,49,0,488316,1321091
6053,Twenty One Pilots ,Leave The City,5,0.0,113,0,371079,1320131
6054,Polo G ,I Know,5,0.0,95,0,359408,1320081
6055,Paramore ,Told You So,6,0.0,107,0,295851,1320042
6056,Lil Tecca ,MONEY ON ME,5,0.0,70,0,366172,1318702
6057,Megan Thee Stallion ,Ungrateful,5,0.0,91,0,315050,1317478
6058,Megan Thee Stallion ,Do It On The Tip,4,0.0,39,0,506346,1317062
6059,Train ,Shake up Christmas,4,0.0,152,0,364933,1316621
6060,John Mayer ,Moving On and Getting Over,6,0.0,52,0,339095,1313482
6061,Lovejoy ,Taunt,5,0.0,75,0,307609,1313243
6062,Taylor Swift ,King Of My Heart,6,0.0,136,0,239493,1312488
6063,Rich The Kid ,Stuck Together,4,0.0,79,0,459742,1311607
6064,Sech ,Te Acuerdas,5,0.0,102,0,284160,1311224
6065,Ariana Grande ,Just Look Up (From Don’t Look Up),4,0.0,45,0,516001,1310138
6066,Nicki Minaj ,Pills N Potions,20,0.0,121,0,88799,1308996
6067,Sadie Jean ,WYD Now?,5,0.0,139,0,299804,1307357
6068,Nas ,everything,4,0.0,56,0,424707,1306915
6069,Lewis Capaldi ,Forget Me,5,0.0,97,0,328186,1305832
6070,Rex Orange County ,Face To Face,5,0.0,71,0,401771,1304505
6071,Gunna ,flooded,4,0.0,50,0,505695,1303714
6072,John Mayer ,Shouldn't Matter but It Does,4,0.0,43,0,574028,1302956
6073,Doja Cat ,Celebrity Skin,4,0.0,42,0,458937,1301517
6074,Dustin Lynch ,I'd Be Jealous Too,6,0.0,149,0,242575,1300734
6075,Frank Ocean ,Self Control,9,0.0,128,0,175487,1299832
6076,Young Thug ,On The Run,4,0.0,73,0,362009,1298531
6077,Machine Gun Kelly ,born with horns,4,0.0,17,0,539242,1298323
6078,Future ,WHEN I THINK ABOUT IT,4,0.0,71,0,425290,1297445
6079,Pyotr Ilyich Tchaikovsky ,"The Nutcracker, Op. 71: Act II Tableau 3: Variation 2: Dance of the SugarPlum Fairy",3,0.0,110,0,519780,1297070
6080,Colbie Caillat ,Try,25,0.0,152,0,58079,1295843
6081,YoungBoy Never Broke Again ,Vette Motors,5,0.0,92,0,323219,1295615
6082,PnB Rock ,Lovin',6,0.0,125,0,251740,1293472
6083,Only The Family ,Hellcats & Trackhawks,6,0.0,138,0,231246,1292712
6084,ScHoolboy Q ,Gang Gang,4,0.0,37,0,540287,1292270
6085,21 Savage ,good day,3,0.0,64,0,553470,1291981
6086,Lady Gaga ,Chromatica I,3,0.0,21,0,728837,1290980
6087,Young Thug ,Gangster Shit,11,0.0,164,0,123279,1290650
6088,Ski Mask The Slump God ,ADMIT IT,4,0.0,61,0,514147,1290547
6089,John Mayer ,Wild Blue,4,0.0,49,0,533306,1289742
6090,Pooh Shiesty ,Switch it Up,5,0.0,113,0,294141,1289721
6091,Russ ,GUESS WHAT,4,0.0,56,0,484330,1289673
6092,Fall Out Boy ,Young And Menace,6,0.0,92,0,319642,1288501
6093,Logic ,Vaccine,4,0.0,48,0,453232,1288024
6094,Kygo ,ID  Ultra Music Festival Anthem,15,0.0,63,0,149615,1287841
6095,YoungBoy Never Broke Again ,Fine By Time,4,0.0,69,0,442595,1287806
6096,Pitbull ,Drive You Crazy,20,0.0,111,0,79548,1287540
6097,Trippie Redd ,So Alive,5,0.0,86,0,421768,1287407
6098,Nicki Minaj ,Hard White,5,0.0,94,0,343234,1287393
6099,Calvin Harris ,Nuh Ready Nuh Ready,5,0.0,73,0,405972,1286992
6100,Eminem ,Stan,5,0.0,114,0,280639,1286083
6101,"Tyler, The Creator ",November,6,0.0,107,0,309406,1285895
6102,6LACK ,Let Her Go,5,0.0,96,0,339289,1285401
6103,Logic ,Thank You (ft. Lucy Rose & The RattPack),3,0.0,49,0,733562,1284164
6104,$uicideboy$ ,$uicideboy$ Were Better In 2015,5,0.0,87,0,335386,1283855
6105,Drake ,Girls Love Beyoncé,4,0.0,47,0,506097,1283574
6106,Logic ,Wannabe,4,0.0,42,0,554262,1282807
6107,Tate McRae ,what would you do?,4,0.0,88,0,412168,1281897
6108,Lana Del Rey ,White Dress,4,0.0,39,0,520475,1281642
6109,BROCKHAMPTON ,BANKROLL,4,0.0,58,0,539360,1281273
6110,Justin Timberlake ,Morning Light,5,0.0,78,0,382344,1278378
6111,One Direction ,Ready to Run,16,0.0,56,0,127809,1278271
6112,JAY,Z  Numb / Encore,5,0.0,61,0,437908,1278209
6113,Busta Rhymes ,Look Over Your Shoulder,4,0.0,43,0,517285,1277119
6114,YoungBoy Never Broke Again ,Thug Of Spades,4,0.0,36,0,490404,1276723
6115,Ella Fitzgerald ,I've Got My Love To Keep Me Warm,3,0.0,114,0,488570,1274347
6116,21 Savage ,letter 2 my momma,3,0.0,71,0,525784,1273823
6117,Dolly Parton ,"Cuddle Up, Cozy Down Christmas",3,0.0,137,0,513388,1273584
6118,Duran Duran ,Hungry Like the Wolf  2009 Remaster,5,0.0,85,0,279702,1272443
6119,BTS ,Interlude : Shadow,4,0.0,82,0,404704,1272377
6120,Oliver Tree ,Alien Boy,6,0.0,184,0,216648,1272305
6121,Twenty One Pilots ,Good Day,4,0.0,50,0,511435,1272077
6122,Polo G ,Zooted Freestyle,4,0.0,60,0,527459,1271702
6123,Future ,Too Comfortable,4,0.0,58,0,498112,1271185
6124,Roddy Ricch ,moved to miami,4,0.0,75,0,432132,1270654
6125,Meek Mill ,Fuck That Check Up,6,0.0,118,0,252846,1270388
6126,A Tribe Called Quest ,Kids...,7,0.0,82,0,218786,1269866
6127,Cordae ,Kung Fu,6,0.0,147,0,226359,1269509
6128,XXXTENTACION ,HEARTEATER,5,0.0,115,0,326995,1269315
6129,Fujii Kaze ,死ぬのがいいわ,5,0.0,152,0,279926,1269251
6130,Trippie Redd ,Supernatural,4,0.0,42,0,512231,1268528
6131,Jung Kook ,Stay Alive (Prod. SUGA of BTS),4,0.0,44,0,453699,1268123
6132,The Weeknd ,Nothing Compares  Bonus Track,4,0.0,38,0,475581,1267630
6133,Future ,Touch The Sky,3,0.0,23,0,699509,1267529
6134,TOOL ,Invincible,4,0.0,61,0,492040,1267209
6135,Future ,Ain't Livin Right,4,0.0,66,0,534958,1266253
6136,Janelle Monáe ,Make Me Feel,5,0.0,68,0,403368,1265968
6137,Mac Miller ,Colors and Shapes,4,0.0,58,0,437158,1265455
6138,Young Thug ,Climax,4,0.0,78,0,352017,1263406
6139,Kevin Gates ,By My Lonely,5,0.0,110,0,332130,1259797
6140,Summer Walker ,Switch A Nigga Out,4,0.0,37,0,511437,1259796
6141,Maggie Rogers ,Love You For A Long Time,4,0.0,50,0,510485,1259566
6142,Kid Rock ,All Summer Long,5,0.0,64,0,347978,1259418
6143,Logic ,Street Dreams II,4,0.0,84,0,485972,1257982
6144,George Ezra ,"White Christmas  Spotify Singles  Holiday, Recorded at Air Studios, London",4,0.0,155,0,359178,1257222
6145,Tame Impala ,On Track,4,0.0,82,0,456241,1256759
6146,Quavo ,GIVE IT TO EM,4,0.0,43,0,601986,1256411
6147,Jon Bellion ,Woke The F*ck Up,15,0.0,134,0,99344,1256125
6148,The Temptations ,My Girl,6,0.0,108,0,328910,1255923
6149,David Kushner ,Miserable Man,5,0.0,112,0,281200,1254914
6150,The Lumineers ,Angela,8,0.0,70,0,222923,1253464
6151,Maren Morris ,GIRL,5,0.0,111,0,362731,1251780
6152,Kygo ,Forever Yours  Avicii Tribute,4,0.0,62,0,448659,1250454
6153,21 Savage ,Emergency,4,0.0,53,0,457391,1250352
6154,Lizzo ,Grrrls,5,0.0,103,0,309185,1249964
6155,Bryson Tiller ,Blowing Smoke,5,0.0,60,0,438680,1246088
6156,Kendrick Lamar ,untitled 08 | 09.06.2014.,8,0.0,58,0,258862,1245632
6157,YoungBoy Never Broke Again ,I Am Who They Say I Am,5,0.0,126,0,265243,1245489
6158,Wiz Khalifa ,Something New,7,0.0,109,0,248814,1244282
6159,21 Savage ,Nothin New,6,0.0,96,0,261980,1242849
6160,Rex Orange County ,AMAZING,5,0.0,89,0,322747,1240063
6161,Mac Miller ,Dunno,5,0.0,107,0,306940,1239568
6162,Logic ,Out Of Sight,4,0.0,48,0,514278,1239028
6163,The Lumineers ,WHERE WE ARE,4,0.0,32,0,523383,1238737
6164,Dua Lipa ,Future Nostalgia,4,0.0,58,0,436817,1236613
6165,Joyner Lucas ,Stranger Things,6,0.0,142,0,246276,1235449
6166,Brett Eldredge ,A Holly Jolly Christmas,4,0.0,169,0,338128,1234563
6167,XXXTENTACION ,#PROUDCATOWNERREMIX,4,0.0,89,0,361205,1233489
6168,Isaiah Rashad ,Wat U Sed,5,0.0,87,0,334283,1233332
6169,Justin Bieber ,Lifetime,5,0.0,86,0,354864,1232955
6170,Miley Cyrus ,Gimme What I Want,5,0.0,124,0,284556,1232866
6171,Shawn Mendes ,Particular Taste,5,0.0,99,0,371634,1232085
6172,Lorde ,California,4,0.0,43,0,509257,1231515
6173,Stevie Wonder ,"Signed, Sealed, Delivered (I'm Yours)",5,0.0,62,0,391340,1231057
6174,Logic ,I Am The Greatest,9,0.0,89,0,186944,1230949
6175,Beyoncé ,Pray You Catch Me,3,0.0,37,0,540326,1230644
6176,Lauv ,Invisible Things,4,0.0,96,0,417078,1229298
6177,One Direction ,Fool's Gold,16,0.0,58,0,120596,1228788
6178,Run The Jewels ,ooh la la,4,0.0,60,0,370373,1227627
6179,Miley Cyrus ,Night Crawling,5,0.0,123,0,286190,1227593
6180,Migos ,Work Hard,4,0.0,67,0,493883,1225694
6181,Shawn Mendes ,Why,5,0.0,101,0,368060,1224592
6182,Playboi Carti ,New Tank,3,0.0,90,0,662764,1224318
6183,Future ,Fresh Air,6,0.0,110,0,267340,1223989
6184,Shawn Mendes ,Life Of The Party,20,0.0,50,0,109870,1223862
6185,BTS ,Respect,4,0.0,81,0,408768,1223568
6186,Kehlani ,Distraction,7,0.0,142,0,194641,1222259
6187,Bon Iver ,666 ʇ,7,0.0,67,0,289697,1220086
6188,PARTYNEXTDOOR ,Don't Know How,7,0.0,73,0,270261,1219323
6189,Nicki Minaj ,Good Form,5,0.0,113,0,302712,1218758
6190,6ix9ine ,DUMMY,3,0.0,45,0,550466,1218665
6191,YoungBoy Never Broke Again ,Home Ain't Home,4,0.0,49,0,419080,1218376
6192,David Bowie ,Heroes  1999 Remastered Version,5,0.0,17,0,435199,1218374
6193,Robin Thicke ,Back Together,14,0.0,119,0,104131,1217362
6194,Rae Sremmurd ,Chanel,5,0.0,101,0,327957,1216114
6195,Lewis Capaldi ,when the party's over  Recorded at Spotify Studios NYC,5,0.0,92,0,330510,1215556
6196,Cordae ,Today,5,0.0,85,0,330920,1215407
6197,Trippie Redd ,Immortal,4,0.0,43,0,490362,1215393
6198,Ty Dolla $ign ,Ex,6,0.0,119,0,256337,1213442
6199,DJ Khaled ,On Everything,5,0.0,57,0,382644,1211814
6200,BLACKPINK ,You Never Know,4,0.0,61,0,474904,1211237
6201,Brent Faiyaz ,BAD LUCK,4,0.0,54,0,456256,1210902
6202,Gucci Mane ,ICE,5,0.0,110,0,322348,1209807
6203,Future ,One Of My,3,0.0,35,0,626211,1209300
6204,Kodak Black ,Built My Legacy,6,0.0,110,0,231044,1209031
6205,YoungBoy Never Broke Again ,Slime Mentality,5,0.0,125,0,299060,1208696
6206,Tom Petty and the Heartbreakers ,Mary Jane's Last Dance,4,0.0,41,0,516388,1207899
6207,Stray Kids ,MANIAC,5,0.0,106,0,295143,1207733
6208,ZAYN ,dRuNk,7,0.0,64,0,254883,1207171
